UnitID	CollectedBy	Comments	name_remarks	wood_number	Herbarium_number	TaxonID	FullScientificName	name_status	accepted_name	continent	Country	LocalityText	exact_site	Tv_coupe	Tg_coupe	R_coupe	maceration	Column	KindOfUnit	SubcontainerType	SubcontainerName	microtomist	coupe_entry_date	coupe_project	coupe_remarks	Tw_images	legends	ranks	sample_form	Building	Room	current_sample_position	last_update	xylotheek_ID	xylotheek_kast	xylotheek_legger	xylotheek_remarks	Locality_on_Google_Maps	Density															
Tw51250	Nee, Michael			46019 MADW	36294	SN1779	Bumelia obtusifolia Roem. & Schult.	synonym	Sideroxylon obtusifolium	South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51251	Nee, Michael			46023 MADW	36403	SN13334	Wissadula grandifolia Baker f. ex Rusby	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		7446	28	5																		
Tw51252	Nee, Michael			46030 MADW	36661	SN7449	Lycianthes 	indet - genus		South America	Bolivia	La Paz																		CAPA	Xylarium ground floor	Xylarium ground floor		11592	44	7																		
Tw51253	Nee, Michael			46041 MADW	684	SN141	Acacia paniculata Willd.	synonym	Acacia tenuifolia	South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51254	Williams & al.			46043 MADW	686	SN5576	Gallesia integrifolia (Spreng.) Harms	accepted		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51255	Nee, Michael			46044 MADW.	34330	SN11741	Solanum distichophyllum Sendtn.	accepted		South America	Brazil	Rondonia																		CAPA	Xylarium ground floor	Xylarium ground floor		11622	45	1																		
Tw51256	Nee, Michael			46048 MADW	34362	SN1828	Byrsonima crispa A. Juss.	accepted		South America	Brazil	Rondonia																		CAPA	Xylarium ground floor	Xylarium ground floor		7346	28	3																		
Tw51257	Nee, Michael			46050 MADW.	34406	SN11772	Solanum vanheurckii Müll. Arg.	synonym	Solanum acanthodes	South America	Brazil	Rondonia																		CAPA	Xylarium ground floor	Xylarium ground floor		11650	45	2																		
Tw51258	Nee, Michael			46052 MADW.	34408	SN11740	Solanum crinitum Lam.	accepted		South America	Brazil	Rondonia																		CAPA	Xylarium ground floor	Xylarium ground floor		11617	45	1																		
Tw51259	Nee, Michael			46055 MADW	34428	SN3756	Cyphomandra hartwegii (Miers) Walp.	accepted		South America	Brazil	Rondonia																		CAPA	spare collection (basement)																							
Tw51260	Nee, Michael			46056 MADW	34557	SN11933	Sterculia 	indet - genus		South America	Brazil	Rondonia																		CAPA	spare collection (basement)																							
Tw51261	Nee, Michael				34806	SN10150	Protium subserratum (Engl.) Engl.	accepted		South America	Brazil	Rondonia																		CAPA	spare collection (basement)																							
Tw51262	Nee, Michael			46087 MADW	34941	SN5103	Eugenia pseudopsidium Jacq.	accepted		South America	Brazil	Rondonia																		CAPA	Xylarium ground floor	Xylarium ground floor		8842	32	7																		
Tw51263	Nee, Michael			46092 MADW	34995	SN10146	Protium sagotianum Marchand	accepted		South America	Brazil	Rondonia																		CAPA	spare collection (basement)																							
Tw51264	Nee, Michael			46093 MADW	34996	SN5086	Eugenia macrocalyx (Rusby) McVaugh	accepted		South America	Brazil	Rondonia																		CAPA	Xylarium ground floor	Xylarium ground floor		8826	32	7																		
Tw51265	Nee, Michael			46094 MADW	34997	SN7438	Luetzelburgia 	indet - genus		South America	Brazil	Rondonia																		CAPA	Xylarium ground floor	Xylarium ground floor		6854	26	5																		
Tw51266	Nee, Michael			46171 MADW	4179	SN11754	Solanum mammosum L.	accepted		North America	U.S.A.	Wisconsin																		CAPA	Xylarium ground floor	Xylarium ground floor		11633	45	1																		
Tw51267	Nee, Michael			46182 MADW	16086	SN11755	Solanum mauritianum Scop.	accepted		North America	U.S.A.	Wisconsin																		CAPA	spare collection (basement)																							
Tw51268	Nee, Michael			46187 MDW	36790	SN13110	Viburnum alnifolium Marsh.	synonym	Viburnum lantanoides	North America	U.S.A.	New York																		CAPA	spare collection (basement)																							
Tw51269	Nee, Michael			46201 MADW	13994	SN3756	Cyphomandra hartwegii (Miers) Walp.	accepted		North America	Panama	Veraguas																		CAPA	spare collection (basement)																							
Tw51270	Nee, Michael			46202 MADW	36827	SN10078	Pouzolzia poeppigiana (Wedd.) Killip	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		12393	47	5																		
Tw51271	Nee, Michael			46204 MADW	36867	SN6746	Juanulloa verrucosa (Rusby) Hunz. & Sublis	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		11591	44	7																		
Tw51272	Nee, Michael			46205 MADW	36871	SN8343	Myrcia mollis (Kunth) DC.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		8929	33	2																		
Tw51273	Nee, Michael			42606 MADW	36873	SN4874	Esenbeckia scrotiformis Kaastra	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		10702	41	5																		
Tw51274	Nee, Michael			46207 MADW	36876	SN10745	Recordia boliviana Moldenke	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		12484	48	1																		
Tw51275	Nee, Michael			46210 MADW	36968	SN571	Alibertia myrciifolia Schum.	synonym	Cordiera myrciifolia	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		10127	38	1																		
Tw51276	Nee, Michael			46213 MADW	37021	SN529	Albizia niopoides (Spruce ex Benth.) Burkart	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		6157	24	2																		
Tw51277	Nee, Michael			46214 MADW	37022	SN2130	Capparis retusa Griseb.	uncertain	Capparis retusa	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		1720	7	3																		
Tw51278	Nee, Michael			46215 MADW.	37027	SN104	Acacia glomerosa Benth.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		6040	23	7																		
Tw51279	Nee, Michael			46216 MADW	37033	SN12651	Tocoyena foetida Poepp. & Endl.	accepted		South America	Bolivia	Santa Cruz		1	1	1		7 | 41	coupe | sample	drawer | xylotheek cabinet	2 | 3									CAPA	Xylarium ground floor	Xylarium ground floor		10623	41	3																		
Tw51280	Nee, Michael			46218 MADW	37049	SN12781	Trichilia stellatotomentosa Kuntze	accepted		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51281	Nee, Michael			46220 MADW	37104	SN10078	Pouzolzia poeppigiana (Wedd.) Killip	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		12394	47	5																		
Tw51282	Nee, Michael			46222 MADW	37235	SN8987	Palicourea lasiantha K. Krause	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		10452	40	4																		
Tw51283	Nee, Michael			46225 MADW	37261	SN11827	Sorocea hirtella Mildbr.	synonym	Sorocea pubivena	South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51284	Nee, Michael			46626 MADW	37263	SN2216	Carpotroche 	indet - genus		South America	Bolivia																			CAPA	spare collection (basement)																							
Tw51285	Nee, Michael			46228 MADW	37300	SN9452	Picramnia latifolia Tul.	uncertain	Picramnia latifolia	South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51286	Nee, Michael			43234 MADW	37344	SN2615	Cestrum megalophyllum Dunal	synonym	Cestrum intermedium	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		11581	44	7																		
Tw51287	Nee, Michael			46243 MADW	37458	SN7851	Maytenus boaria Molina	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		1909	7	7																		
Tw51288	Nee, Michael			46245 MADW	37560	SN1211	Baccharis dracunculifolia DC.	accepted		South America	Bolivia	La Paz																		CAPA	Xylarium ground floor	Xylarium ground floor		2346	9	5																		
Tw51289	Nee, Michael			46252 MADW	36721	SN10216	Prunus sargentii Rehder	accepted		North America	U.S.A.	New York																		CAPA	spare collection (basement)																							
Tw51290	Nee, Michael			46258 MADW	37797	SN3333	Cornus obliqua Raf.	synonym	Cornus amomum	North America	U.S.A.	Wisconsin																		CAPA	spare collection (basement)																							
Tw51291								indet																						CAPA	spare collection (basement)																							
Tw51292	Nee, Michael			46260 MADW	37799	SN9413	Physocarpus opulifolius (L.) Maxim.	uncertain	Physocarpus opulifolius	North America	U.S.A.	Wisconsin																		CAPA	spare collection (basement)																							
Tw51293	Nee, Michael			46261 MADW	37800	SN3336	Cornus racemosa Lam.	accepted		North America	U.S.A.	Wisconsin																		CAPA	spare collection (basement)																							
Tw51294	Nee, Michael			46264 MADW	37804	SN4538	Elaeagnus umbellata Thunb.	accepted		North America	U.S.A.	Pennsylvania																		CAPA	spare collection (basement)																							
Tw51295	Nee, Michael			46528 MADW	37808	SN13109	Viburnum acerifolium L.	accepted		North America	U.S.A.	Pennsylvania																		CAPA	spare collection (basement)																							
Tw51296	Nee, Michael			46530	37810	SN6502	Ilex montana Torr. & A. Gray	accepted		North America	U.S.A.	Pennsylvania																		CAPA	Xylarium ground floor	Xylarium ground floor		946	4	4																		
Tw51297	Nee, Michael			46533 MADW	37813	SN10626	Quercus prinoides Willd.	accepted		North America	U.S.A.	Pennsylvania																		CAPA	Xylarium ground floor	Xylarium ground floor		4047	17	1																		
Tw51298	Nee, Michael			46537 MADW	37816	SN9910	Polygonum cuspidatum Siebold & Zucc.	accepted		North America	U.S.A.	New York																		CAPA	Xylarium ground floor	Xylarium ground floor		9509	35	4																		
Tw51299	Nee, Michael			46550 MADW	37844	SN3546	Croton lobatus L.	synonym	Jatropha glauca	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		3478	15	1																		
Tw51300	Nee, Michael			46553 MADW	37880	SN2909	Cleome 	indet - genus		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		2161	8	7																		
Tw51301	Nee, Michael			46556 MADW.	38023	SN6977	Lantana canescens Kunth	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		12465	47	7																		
Tw51302	Nee, Michael			46558 MADW	38046	SN6097	Heliotropium transalpinum Vell.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		1503	6	4																		
Tw51303	Nee, Michael			46560 MADW	38067	SN9597	Piper longestylosum C. DC.	uncertain	Piper longestylosum	South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		9391	34	7																		
Tw51304	Nee, Michael			46561 MADW	38069	SN9165	Pavonia rosea Schltdl.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		7434	28	5																		
Tw51305	Nee, Michael			46562 MADW	38075	SN3952	Desmodium longiarticulatum (Rusby) Burkart	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		6688	26	1																		
Tw51306	Nee, Michael			46565 MADW	38267	SN2025	Campovassouria cruciata (Vell.) R.M. King & H. Rob.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		2364	9	6																		
Tw51307	Nee, Michael			46568 MADW	38317	SN2619	Cestrum 	indet - genus		South America	Bolivia	Santa Cruz																		CAPA	spare collection (basement)																							
Tw51308	Nee, Michael			46571 MADW	38504	SN11474	Senecio brasiliensis (Spreng.) Less.	accepted		South America	Bolivia	Santa Cruz																		CAPA	Xylarium ground floor	Xylarium ground floor		2439	10	2																		
